27	1	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	1	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	1	0	0	2	하이델의 라라에게 가정용 약탕기 배달;하이델의 러비오스에게 나무 정령의 씨앗 배달;벨리아의 다비드 핀토에게 일리야산 소금 항아리 배달;	Mengirim Home Medicine Brewer pada Lara di Heidel;Mengirim Tree Spirit Seed pada Lebyos di Heidel;Mengirim Iliya Salt Pot pada David Finto di Desa Velia;	Calpheon	
27	2	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	2	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	2	0	0	2	칼페온의 루빈에게 소망 방패연 배달;칼페온의 카이아 페레시오에게 프레하라우의 마른 진흙 배달;플로린의 이젤라에게 샤이족 전통모자 배달;	Mengirim Wishing Kite pada Rubin di Calpheon;Mengirim Freharau’s Dry Mud pada Kaia Feresio di Calpheon;Mengirim Shai Traditional Hat pada Izella di Desa Florin;	Calpheon	
27	3	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	3	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	3	0	0	2	칼페온의 볼커 바시안에게 바탈리의 기묘한 모험 배달;하이델의 멜리사 브레디에게 신선한 포건 알 배달;케플란의 릴바노스에게 하이델 기사 무술 교본 배달;	Mengirim Bartali's Odd Adventure pada Balker Batian di Calpheon;Mengirim Fresh Fogan Egg pada Melissa Brady di Heidel;Mengirim Heidel Knights Martial Arts Manual pada Lilvanos di Desa Keplan;	Calpheon	
27	4	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	4	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	4	0	0	2	하이델의 아메리고에게 올비아산 포도잼 배달;케플란의 릴바노스에게 오우거의 분비물 배달;칼페온의 프레델레스 허바에게 벨리아 포도주 배달;	Mengirim Olvia Grape Jam pada Amerigo di Heidel;Mengirim Ogre Excrement pada Lilvanos di Desa Keplan;Mengirim Velia Wine pada Fredelles Herba di Calpheon;	Calpheon	
27	5	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	5	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	5	0	0	2	하이델의 올리비아에게 일리야산 소금 항아리 배달;칼페온의 프세보르에게 하이델 기사 무술 교본 배달;	Mengirim Iliya Salt Pot pada Olivia di Heidel;Mengirim Heidel Knights Martial Arts Manual pada Psebor di Calpheon;	Calpheon	
27	6	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	6	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	6	0	0	2	칼페온의 게이브릴에게 프레하라우의 마른 진흙 배달;서부 경비 캠프의 헤센베일에게 하이델 구급 상자 배달;	Mengirim Freharau’s Dry Mud pada Gabril di Calpheon;Mengirm Heidel First Aid Kit pada Hessenvale di Kamp Garda Barat;	Calpheon	
27	7	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	7	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Misi pengiriman darurat ke Guild kita berasal dari kecurigaan penduduk.	Calpheon	
27	7	0	0	2	서부 경비 캠프의 페이니아에게 하이델 구급 상자 배달;글리시의 카다슈에게 임프의 붉은 광석 배달;플로린의 헤르아르에게 샤이족 전통모자 배달;	Mengirim Heidel First Aid Kit pada Feinia di Kamp Garda barat;Mengirim Imp's Red Ore pada Kardash di Desa Glish;Mengirim Shai Traditional Hat pada Herar di Desa Florin;	Calpheon	
27	8	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
27	8	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.\n<PAColor0xFF66CC33>무역 견습 Lv10 이상의 멤버가 필요합니다.<PAOldColor>	Penduduk membutuhkan misi pengiriman mendadak.\n<PAColor0xff66cc33>Membutuhkan anggota dengan Trade Magang Lv.10 ke atasa.<PAOldColor>\n	Calpheon	
27	8	0	0	2	플로린의 이젤라에게 가정용 약탕기 배달;칼페온의 제프리 에른에게 사랑의 묘약 No.6 배달;글리시의 카다슈에게 임프의 붉은 광석 배달;	Mengirim Home Medicine Brewer pada Izella di Desa Florin;Mengirim Love Potion No. 6 pada Geoffrey Erne di Calpheon;Mengirim Imp's Red Ore pada Kardash di Desa Glish;	Calpheon	
27	9	0	0	0	[무역] 긴급한 배달 임무	[Trade] Misi Pengiriman Mendesak	Calpheon	
